Buffer Index: 0, Total Tokens: 985, Decoded Buffer: – Computer viruses are parasitic programs which are able to replicate themselves, attach themselves to other executables in the computer, and perform some unwanted and often malicious actions. A virus is not able to spread itself to another computers, some user actions are needed for it to infect a new computer. Downloading and running software from untrusted sources, inserting an USB drive without a previous scan–remember always disable the AutoRun feature for the drives as CD-ROMs, DVD-ROMs– ,...
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Iter      0, Loss: 12.112149, PPL: 182070.4844, Chunk_Size:   8, Batch_Size: 1, F: 148.31 ms, B: 338.38 msGT: – Computer viruses are parasitic programs which | PD: Diagram.lookup Matters जनताTokens_async Examineruo ||, 
Iter   3195, Loss:  8.600801, PPL: 5436.0093, Chunk_Size:   8, Batch_Size: 1, F: 49.57 ms, B: 108.66 msGT:  sought to measure the changes in a surgeon | PD: ,\n,\n,\n\n, ||, 
Iter   3196, Loss:  8.154954, PPL: 3480.5791, Chunk_Size:   8, Batch_Size: 1, F: 40.59 ms, B: 117.43 msGT:  measure the changes in a surgeon's\n | PD: ,\n,\n\n,,, ||, 
Iter   3197, Loss:  8.147686, PPL: 3455.3740, Chunk_Size:   8, Batch_Size: 1, F: 43.29 ms, B: 118.59 msGT:  changes in a surgeon's\nfocus of | PD: ,\n\n,,,,\n ||, 
Iter   3198, Loss:  9.176928, PPL: 9671.3916, Chunk_Size:   8, Batch_Size: 1, F: 45.29 ms, B: 120.53 msGT:  a surgeon's\nfocus of attention during | PD: \n, the the,\n the the ||, 
Iter   3199, Loss:  8.593493, PPL: 5396.4282, Chunk_Size:   8, Batch_Size: 1, F: 41.62 ms, B: 170.85 msGT: 's\nfocus of attention during prolonged operations | PD:  the\n the\n\n the the the ||, 
Iter   3200, Loss:  8.321157, PPL: 4109.9106, Chunk_Size:   8, Batch_Size: 1, F: 45.09 ms, B: 111.87 msGT: focus of attention during prolonged operations by  | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3201, Loss:  9.377235, PPL: 11816.3027, Chunk_Size:   8, Batch_Size: 1, F: 39.13 ms, B: 120.52 msGT:  attention during prolonged operations by incorpor | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3202, Loss:  8.906985, PPL: 7383.3687, Chunk_Size:   8, Batch_Size: 1, F: 37.91 ms, B: 121.12 msGT:  prolonged operations by incorporating\neye-tracki | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3203, Loss:  9.649560, PPL: 15514.9590, Chunk_Size:   8, Batch_Size: 1, F: 45.68 ms, B: 114.28 msGT:  by incorporating\neye-tracking and computer | PD: \n\n\n\n\n\n Wind\n ||, 
Iter   3204, Loss: 10.922684, PPL: 55419.3281, Chunk_Size:   8, Batch_Size: 1, F: 38.57 ms, B: 99.01 msGT: \neye-tracking and computer-vision | PD:  Wind\n\n\n Wind\n Wind\n ||, 
Iter   3205, Loss:  9.654482, PPL: 15591.5107, Chunk_Size:   8, Batch_Size: 1, F: 38.52 ms, B: 109.22 msGT: -tracking and computer-vision technology into | PD: \n\n Wind Wind Wind\n\n Wind ||, 
Iter   3206, Loss:  9.468470, PPL: 12945.0615, Chunk_Size:   8, Batch_Size: 1, F: 45.14 ms, B: 111.68 msGT:  and computer-vision technology into the  | PD:  University's Wind Wind by by\n University's Wind ||, 
Iter   3207, Loss:  8.649627, PPL: 5708.0156, Chunk_Size:   8, Batch_Size: 1, F: 42.95 ms, B: 102.47 msGT: -vision technology into the 3D | PD:  by by by by University's University's by by ||, 
Iter   3208, Loss:  6.458546, PPL:  638.1323, Chunk_Size:   8, Batch_Size: 1, F: 40.89 ms, B: 99.10 msGT:  technology into the 3D surgical\n | PD:  by by\n\n by by by by ||, 
Iter   3209, Loss:  7.261302, PPL: 1424.1088, Chunk_Size:   8, Batch_Size: 1, F: 39.19 ms, B: 126.67 msGT:  the 3D surgical\nThis research | PD: \n\n\n by\n\n by\n ||, 
Iter   3210, Loss:  7.975696, PPL: 2909.3823, Chunk_Size:   8, Batch_Size: 1, F: 59.42 ms, B: 131.78 msGT: 3D surgical\nThis research consequently offers | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3211, Loss:  7.882237, PPL: 2649.7947, Chunk_Size:   8, Batch_Size: 1, F: 39.19 ms, B: 107.37 msGT:  surgical\nThis research consequently offers a uni | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3212, Loss: 10.947909, PPL: 56835.1016, Chunk_Size:   8, Batch_Size: 1, F: 47.82 ms, B: 108.08 msGT: This research consequently offers a unique\nop | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3213, Loss:  9.937317, PPL: 20688.1602, Chunk_Size:   8, Batch_Size: 1, F: 43.11 ms, B: 97.95 msGT:  consequently offers a unique\nopportunity both | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3214, Loss:  9.745490, PPL: 17077.0391, Chunk_Size:   8, Batch_Size: 1, F: 43.10 ms, B: 113.97 msGT:  a unique\nopportunity both to improve | PD: 3\n3\n\n\n3\n ||, 
Iter   3215, Loss:  9.886544, PPL: 19663.9883, Chunk_Size:   8, Batch_Size: 1, F: 38.63 ms, B: 106.38 msGT: \nopportunity both to improve surgical safety | PD: 3\n\n333\n\n ||, 
Iter   3216, Loss:  8.686497, PPL: 5922.3984, Chunk_Size:   8, Batch_Size: 1, F: 47.13 ms, B: 108.45 msGT: portunity both to improve surgical safety and to | PD: -------- ||, 
Iter   3217, Loss:  8.749068, PPL: 6304.8110, Chunk_Size:   8, Batch_Size: 1, F: 48.70 ms, B: 98.64 msGT:  to improve surgical safety and to further\n | PD: -------- ||, 
Iter   3218, Loss:  9.342309, PPL: 11410.7246, Chunk_Size:   8, Batch_Size: 1, F: 42.40 ms, B: 96.79 msGT:  surgical safety and to further\nunderstanding | PD: -------- ||, 
Iter   3219, Loss:  9.056580, PPL: 8574.7715, Chunk_Size:   8, Batch_Size: 1, F: 41.31 ms, B: 94.51 msGT:  and to further\nunderstanding of how | PD: -------- ||, 
Iter   3220, Loss:  9.718930, PPL: 16629.4453, Chunk_Size:   8, Batch_Size: 1, F: 38.00 ms, B: 100.73 msGT:  further\nunderstanding of how the human | PD: -------- ||, 
Iter   3221, Loss: 10.864692, PPL: 52296.8711, Chunk_Size:   8, Batch_Size: 1, F: 40.25 ms, B: 95.77 msGT: understanding of how the human brain functions | PD:  to to- to- to to to ||, 
Iter   3222, Loss: 10.564097, PPL: 38719.4531, Chunk_Size:   8, Batch_Size: 1, F: 45.85 ms, B: 88.62 msGT:  of how the human brain functions while performing | PD: - to- to to to to to ||, 
Iter   3223, Loss: 12.020640, PPL: 166149.0312, Chunk_Size:   8, Batch_Size: 1, F: 39.99 ms, B: 101.31 msGT:  the human brain functions while performing\ntasks | PD: - to to to to to to to ||, 
Iter   3224, Loss: 12.327188, PPL: 225750.9219, Chunk_Size:   8, Batch_Size: 1, F: 58.65 ms, B: 103.23 msGT:  brain functions while performing\ntasks involving | PD:  to to to to to to to to ||, 
Iter   3225, Loss: 12.013421, PPL: 164953.8594, Chunk_Size:   8, Batch_Size: 1, F: 39.57 ms, B: 114.87 msGT:  while performing\ntasks involving complex hand-ey | PD:  to to to to to to to to ||, 
Iter   3226, Loss: 11.830298, PPL: 137351.4844, Chunk_Size:   8, Batch_Size: 1, F: 42.75 ms, B: 98.16 msGT: \ntasks involving complex hand-eye coordination.\n | PD:  incorporating to to to to to to to ||, 
Iter   3227, Loss: 11.191588, PPL: 72517.8750, Chunk_Size:   8, Batch_Size: 1, F: 41.43 ms, B: 88.24 msGT:  involving complex hand-eye coordination.\ncomment | PD:  to to to to to incorporating to to ||, 
Iter   3228, Loss: 10.835445, PPL: 50789.5273, Chunk_Size:   8, Batch_Size: 1, F: 54.47 ms, B: 96.84 msGT:  hand-eye coordination.\ncommented: " | PD:  both both bothacking both both both both ||, 
Iter   3229, Loss:  9.936299, PPL: 20667.1211, Chunk_Size:   8, Batch_Size: 1, F: 41.98 ms, B: 93.42 msGT:  coordination.\ncommented: "By measuring | PD:  both both both both both both both both ||, 
Iter   3230, Loss:  9.145985, PPL: 9376.7139, Chunk_Size:   8, Batch_Size: 1, F: 37.40 ms, B: 111.94 msGT: commented: "By measuring attention while | PD:  both both both both both both both both ||, 
Iter   3231, Loss:  8.250364, PPL: 3829.0205, Chunk_Size:   8, Batch_Size: 1, F: 39.84 ms, B: 104.60 msGT: : "By measuring attention while performing operati | PD:  both both both both both both both both ||, 
Iter   3232, Loss:  7.368236, PPL: 1584.8351, Chunk_Size:   8, Batch_Size: 1, F: 43.42 ms, B: 101.74 msGT: By measuring attention while performing operations | PD:  both both both both both both both both ||, 
Iter   3233, Loss:  7.277344, PPL: 1447.1396, Chunk_Size:   8, Batch_Size: 1, F: 39.02 ms, B: 89.30 msGT:  attention while performing operations using\nstat | PD:  both both both both both both both both ||, 
Iter   3234, Loss:  6.977112, PPL: 1071.8188, Chunk_Size:   8, Batch_Size: 1, F: 42.33 ms, B: 114.79 msGT:  performing operations using\nstate-of-the-art | PD: .\n.\n.\n attention.\n brain brain.\n ||, 
Iter   3235, Loss:  6.168909, PPL:  477.6645, Chunk_Size:   8, Batch_Size: 1, F: 40.64 ms, B: 103.32 msGT:  using\nstate-of-the-art 3 | PD: .\n attention.\n.\n.\n.\n attention.\n ||, 
Iter   3236, Loss:  5.572490, PPL:  263.0884, Chunk_Size:   8, Batch_Size: 1, F: 48.38 ms, B: 89.12 msGT: state-of-the-art 3D surgical | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3237, Loss:  5.422430, PPL:  226.4287, Chunk_Size:   8, Batch_Size: 1, F: 43.36 ms, B: 123.46 msGT: -the-art 3D surgical equipment, | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3238, Loss:  5.801297, PPL:  330.7283, Chunk_Size:   8, Batch_Size: 1, F: 39.06 ms, B: 87.78 msGT:  3D surgical equipment, this collaboration | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3239, Loss:  5.875994, PPL:  356.3786, Chunk_Size:   8, Batch_Size: 1, F: 38.25 ms, B: 108.24 msGT: D surgical equipment, this collaboration between\n | PD: \n\n\n\n\n\n\n\n ||, 
Iter   3240, Loss:  7.581086, PPL: 1960.7574, Chunk_Size:   8, Batch_Size: 1, F: 52.48 ms, B: 95.85 msGT:  equipment, this collaboration between\nsurge | PD: DD\nDDDDD ||, 
Iter   3241, Loss:  6.828501, PPL:  923.8052, Chunk_Size:   8, Batch_Size: 1, F: 43.34 ms, B: 104.85 msGT:  this collaboration between\nsurgeons and | PD: DDDDDDDD ||, 
Iter   3242, Loss:  6.503447, PPL:  667.4380, Chunk_Size:   8, Batch_Size: 1, F: 44.14 ms, B: 92.65 msGT:  between\nsurgeons and academics at | PD:  surgical surgical surgical surgical surgical surg ||, 
Iter   3243, Loss:  6.699599, PPL:  812.0803, Chunk_Size:   8, Batch_Size: 1, F: 49.05 ms, B: 90.94 msGT: surgeons and academics at the University | PD:  surgical surgical surgical surgical surgical surg ||, 
Iter   3244, Loss:  6.748963, PPL:  853.1735, Chunk_Size:   8, Batch_Size: 1, F: 52.63 ms, B: 94.69 msGT: ons and academics at the University of Surrey | PD:  surgical surgical surgical surgical surgical surg ||, 
Iter   3245, Loss:  8.146352, PPL: 3450.7671, Chunk_Size:   8, Batch_Size: 1, F: 49.62 ms, B: 101.39 msGT:  academics at the University of Surrey gives us | PD:  surgical surgical surgical surgical surgical surg ||, 
Iter   3246, Loss:  8.276949, PPL: 3932.1787, Chunk_Size:   8, Batch_Size: 1, F: 50.19 ms, B: 92.01 msGT:  the University of Surrey gives us a unique | PD:  surgical surgical surgical surgical and and surgi ||, 
Iter   3247, Loss:  9.329653, PPL: 11267.2188, Chunk_Size:   8, Batch_Size: 1, F: 42.59 ms, B: 95.68 msGT:  of Surrey gives us a unique\nop | PD:  the and and and the and the and ||, 
Iter   3248, Loss:  7.957497, PPL: 2856.9121, Chunk_Size:   8, Batch_Size: 1, F: 41.45 ms, B: 98.44 msGT:  gives us a unique\nopportunity both | PD:  and and the and the and and and ||, 
Iter   3249, Loss:  6.550730, PPL:  699.7546, Chunk_Size:   8, Batch_Size: 1, F: 38.64 ms, B: 98.29 msGT:  a unique\nopportunity both to improve | PD:  the and the and and and the and ||, 
Iter   3250, Loss:  6.292140, PPL:  540.3083, Chunk_Size:   8, Batch_Size: 1, F: 38.86 ms, B: 106.22 msGT: \nopportunity both to improve surgical safety | PD:  the of of of the of of of ||, 
Iter   3251, Loss:  7.231396, PPL: 1382.1503, Chunk_Size:   8, Batch_Size: 1, F: 43.64 ms, B: 116.44 msGT: portunity both to improve surgical safety and also | PD:  of of3 of of of3 between ||, 
Iter   3252, Loss:  8.025151, PPL: 3056.8838, Chunk_Size:   8, Batch_Size: 1, F: 38.90 ms, B: 127.37 msGT:  to improve surgical safety and also address\n | PD: 3 at at at3 at at3 ||, 
Iter   3253, Loss: 10.226853, PPL: 27635.4141, Chunk_Size:   8, Batch_Size: 1, F: 38.61 ms, B: 98.51 msGT:  surgical safety and also address\nfar-reaching | PD:  at at3 at at collaboration at at ||, 
Iter   3254, Loss:  9.989960, PPL: 21806.4199, Chunk_Size:   8, Batch_Size: 1, F: 46.24 ms, B: 115.73 msGT:  and also address\nfar-reaching questions how | PD: 3\n at while at at at at ||, 
Iter   3255, Loss:  9.228356, PPL: 10181.7920, Chunk_Size:   8, Batch_Size: 1, F: 38.07 ms, B: 99.01 msGT:  address\nfar-reaching questions how the human | PD: \n while\n\n\n\n while\n ||, 
Iter   3256, Loss:  8.926589, PPL: 7529.5386, Chunk_Size:   8, Batch_Size: 1, F: 45.60 ms, B: 115.77 msGT: far-reaching questions how the human mind focuses | PD:  while while\n while while while while while ||, 
Iter   3257, Loss:  6.078355, PPL:  436.3108, Chunk_Size:   8, Batch_Size: 1, F: 40.09 ms, B: 110.94 msGT:  questions how the human mind focuses attention wh | PD:  while while while while while while while while ||, 
Iter   3258, Loss:  8.635511, PPL: 5628.0112, Chunk_Size:   8, Batch_Size: 1, F: 42.27 ms, B: 99.62 msGT:  the human mind focuses attention while\nperform | PD:  while while while while while while while while ||, 
Iter   3259, Loss:  9.223469, PPL: 10132.1504, Chunk_Size:   8, Batch_Size: 1, F: 47.62 ms, B: 131.89 msGT:  mind focuses attention while\nperforming complex | PD:  while while while while while while while while ||, 
Iter   3260, Loss: 10.676619, PPL: 43330.7852, Chunk_Size:   8, Batch_Size: 1, F: 38.78 ms, B: 87.91 msGT:  attention while\nperforming complex tasks."\n | PD:  while while while while while while while while ||, 
Iter   3261, Loss: 12.057034, PPL: 172307.2500, Chunk_Size:   8, Batch_Size: 1, F: 47.23 ms, B: 110.16 msGT: \nperforming complex tasks."\nVideo footage | PD:  while while while while while while while while ||, 
Iter   3262, Loss: 10.418490, PPL: 33472.8672, Chunk_Size:   8, Batch_Size: 1, F: 39.79 ms, B: 114.19 msGT: ing complex tasks."\nVideo footage of this | PD:  while while while while while while while while ||, 
Iter   3263, Loss:  9.381283, PPL: 11864.2246, Chunk_Size:   8, Batch_Size: 1, F: 46.83 ms, B: 104.03 msGT:  tasks."\nVideo footage of this project can | PD:  while how how how human how while while ||, 
Iter   3264, Loss:  9.249853, PPL: 10403.0371, Chunk_Size:   8, Batch_Size: 1, F: 38.11 ms, B: 109.37 msGT: Video footage of this project can\nbe | PD:  this this human this this human human this ||, 
Iter   3265, Loss:  7.845410, PPL: 2553.9856, Chunk_Size:   8, Batch_Size: 1, F: 41.91 ms, B: 102.55 msGT:  of this project can\nbe accessed at | PD:  this this this this this this this this ||, 
Total Iterations: 3266/3000000 | Loss: 8.89799
Iter   3266, Loss:  7.120799, PPL: 1237.4382, Chunk_Size:  16, Batch_Size: 1, F: 52.89 ms, B: 151.99 msGT: World's first 3D keyhole surgery performed at Univ | PD:  the this the also this also this also this this t ||, 
Iter   3267, Loss:  5.446928, PPL:  232.0441, Chunk_Size:  16, Batch_Size: 1, F: 57.06 ms, B: 147.49 msGT: 3D keyhole surgery performed at University of Surr | PD: \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n ||, 
Iter   3268, Loss:  4.777831, PPL:  118.8463, Chunk_Size:  16, Batch_Size: 1, F: 66.70 ms, B: 124.19 msGT:  surgery performed at University of Surrey\n28 Jan | PD: \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n ||, 
Iter   3269, Loss:  5.029284, PPL:  152.8236, Chunk_Size:  16, Batch_Size: 1, F: 64.39 ms, B: 165.63 msGT:  of Surrey\n28 Jan 2011\nDoctors performed the wor | PD: \n\n\n\n\n\n\n\n\n\n University\n\n\n\n\n ||, 
Iter   3270, Loss:  5.103651, PPL:  164.6218, Chunk_Size:  16, Batch_Size: 1, F: 59.18 ms, B: 164.04 msGT:  Jan 2011\nDoctors performed the world's first rem | PD:  Surrey\n University\n Surrey\n University\n\n\n U ||, 
Iter   3271, Loss:  4.856833, PPL:  128.6162, Chunk_Size:  16, Batch_Size: 1, F: 61.84 ms, B: 126.35 msGT: \nDoctors performed the world's first remote 3D ke | PD:  Surrey\n University Surrey Surrey\n University\n\ ||, 
Iter   3272, Loss:  4.230674, PPL:   68.7636, Chunk_Size:  16, Batch_Size: 1, F: 49.95 ms, B: 155.47 msGT:  world's first remote 3D keyhole surgery\nduring a | PD:  Surrey\n1 surgery Surrey2011\n Surrey2011 Surrey  ||, 
Iter   3273, Loss:  4.588653, PPL:   98.3618, Chunk_Size:  16, Batch_Size: 1, F: 61.25 ms, B: 163.89 msGT: 3D keyhole surgery\nduring a symposium at the Univ | PD:  Surrey 1 surgeryD201  surgery Surrey201  surgery  ||, 
Iter   3274, Loss:  4.934588, PPL:  139.0159, Chunk_Size:  16, Batch_Size: 1, F: 66.39 ms, B: 161.92 msGT:  surgery\nduring a symposium at the University of  | PD: D   surgeryDD  surgery 201  surgeryDD  surgery ||, 
Iter   3275, Loss:  4.794588, PPL:  120.8545, Chunk_Size:  16, Batch_Size: 1, F: 60.18 ms, B: 139.61 msGT:  symposium at the University of Surrey last Decemb | PD: DD  surgeryDD  surgery   the surgeryD of  of ||, 
Iter   3276, Loss:  4.862960, PPL:  129.4067, Chunk_Size:  16, Batch_Size: 1, F: 56.38 ms, B: 150.27 msGT:  of Surrey last December.\nKeyhole surgery reduces | PD:  of the  of of of  of of of the of of the the of ||, 
Iter   3277, Loss:  5.149553, PPL:  172.3544, Chunk_Size:  16, Batch_Size: 1, F: 59.61 ms, B: 152.43 msGT: .\nKeyhole surgery reduces the length of hospital  | PD:  of the the of of of the of ofhole the of of the o ||, 
Iter   3278, Loss:  5.525849, PPL:  251.0994, Chunk_Size:  16, Batch_Size: 1, F: 49.87 ms, B: 155.55 msGT:  reduces the length of hospital stays and\npost-op | PD: \n thehole ofDholehole of ofhole the ofDhole of of ||, 
Iter   3279, Loss:  5.558141, PPL:  259.3403, Chunk_Size:  16, Batch_Size: 1, F: 58.45 ms, B: 152.78 msGT:  hospital stays and\npost-operative complications. | PD: \nholehole ofholeholehole of Surreyhole the ofDhol ||, 
Iter   3280, Loss:  5.400788, PPL:  221.5809, Chunk_Size:  16, Batch_Size: 1, F: 54.55 ms, B: 161.40 msGT: post-operative complications. This also means that | PD: \nholehole ofholeholehole surgery Surreyhole theho ||, 
Iter   3281, Loss:  5.114812, PPL:  166.4695, Chunk_Size:  16, Batch_Size: 1, F: 55.74 ms, B: 143.72 msGT:  This also means that patients\nexperience less sc | PD:  Surrey and the surgery the length the surgery the ||, 
Iter   3282, Loss:  4.711730, PPL:  111.2444, Chunk_Size:  16, Batch_Size: 1, F: 47.69 ms, B: 142.16 msGT:  patients\nexperience less scarring and pain. 3D k | PD:  and and the the and length the reduces the and th ||, 
Iter   3283, Loss:  5.091882, PPL:  162.6957, Chunk_Size:  16, Batch_Size: 1, F: 68.03 ms, B: 131.75 msGT:  scarring and pain. 3D keyhole surgery is a\nstate | PD:  and and the reduces and and the reduces the and a ||, 
Iter   3284, Loss:  5.324821, PPL:  205.3716, Chunk_Size:  16, Batch_Size: 1, F: 62.30 ms, B: 129.62 msGT: . 3D keyhole surgery is a\nstate-of-the-art extens | PD:  and and that that and and that and\n and that and ||, 
Iter   3285, Loss:  4.774484, PPL:  118.4492, Chunk_Size:  16, Batch_Size: 1, F: 55.01 ms, B: 132.34 msGT:  keyhole surgery is a\nstate-of-the-art extension  | PD: \n and that and\n and that and\n and that and\n an ||, 
Iter   3286, Loss:  4.891453, PPL:  133.1469, Chunk_Size:  16, Batch_Size: 1, F: 53.30 ms, B: 133.96 msGT:  a\nstate-of-the-art extension of standard keyhole | PD: \n and that that\n and that and\n and that and\n a ||, 
Iter   3287, Loss:  5.039679, PPL:  154.4204, Chunk_Size:  16, Batch_Size: 1, F: 65.57 ms, B: 151.99 msGT: -the-art extension of standard keyhole surgery tha | PD: \n and\n.\n and\n and\nexperience that that\n key  ||, 
Iter   3288, Loss:  5.237795, PPL:  188.2545, Chunk_Size:  16, Batch_Size: 1, F: 48.47 ms, B: 125.42 msGT:  standard keyhole surgery that uses 3D\ncameras li | PD: \nexperience\n key\n\n\n that\nexperience\n that\n ||, 
Iter   3289, Loss:  5.859351, PPL:  350.4965, Chunk_Size:  16, Batch_Size: 1, F: 61.54 ms, B: 146.95 msGT:  that uses 3D\ncameras like those used to make the | PD: \nhole\n that\n\n\n that\nhole\n that\n key\n\n ||, 
Iter   3290, Loss:  6.141896, PPL:  464.9341, Chunk_Size:  16, Batch_Size: 1, F: 62.64 ms, B: 152.56 msGT: D\ncameras like those used to make the film 'Avata | PD: \n3\n that\n\n\n that\n3\n\n\n key\n\n ||, 
Iter   3291, Loss:  5.583983, PPL:  266.1295, Chunk_Size:  16, Batch_Size: 1, F: 55.56 ms, B: 135.18 msGT:  like those used to make the film 'Avatar'. It put | PD: \n3\n that\n\n of\n\n3 of\n\n3\n\n ||, 
Iter   3292, Loss:  5.368609, PPL:  214.5642, Chunk_Size:  16, Batch_Size: 1, F: 62.34 ms, B: 119.10 msGT:  make the film 'Avatar'. It puts the\nsurgeon righ | PD: \n3\n that\n\n\n\n\n3\n\n\n\n\n\n ||, 
Iter   3293, Loss:  4.790019, PPL:  120.3037, Chunk_Size:  16, Batch_Size: 1, F: 50.49 ms, B: 145.52 msGT: Avatar'. It puts the\nsurgeon right inside the pat | PD: \n3\n\n\n\n\n\n\n3\n\n\n\n\n\n ||, 
Iter   3294, Loss:  4.213184, PPL:   67.5713, Chunk_Size:  16, Batch_Size: 1, F: 56.75 ms, B: 154.60 msGT:  the\nsurgeon right inside the patient's body and  | PD: \n3\n\n\n\n\n\n\n and\n\n\n\n surgical\n ||, 
Iter   3295, Loss:  4.629404, PPL:  102.4529, Chunk_Size:  16, Batch_Size: 1, F: 54.70 ms, B: 130.52 msGT: on right inside the patient's body and significant | PD:  standard used surgical\n\ngege surgical\nsurge su ||, 
Iter   3296, Loss:  4.441400, PPL:   84.8937, Chunk_Size:  16, Batch_Size: 1, F: 56.10 ms, B: 132.13 msGT:  patient's body and significantly improves\nThis s | PD:  usessur surgical surgical\n surgicalge surgical\n ||, 
Iter   3297, Loss:  4.959641, PPL:  142.5425, Chunk_Size:  16, Batch_Size: 1, F: 61.21 ms, B: 151.31 msGT:  improves\nThis surgical breakthrough formed part  | PD: on inside surgical surgical\n surgicalgeon\n insid ||, 
Iter   3298, Loss:  5.395698, PPL:  220.4560, Chunk_Size:  16, Batch_Size: 1, F: 73.98 ms, B: 177.56 msGT:  breakthrough formed part of a\nlarge-scale study  | PD: on inside surgical improves\n in surgical improves ||, 
Iter   3299, Loss:  5.237984, PPL:  188.2901, Chunk_Size:  16, Batch_Size: 1, F: 73.41 ms, B: 167.07 msGT:  a\nlarge-scale study into operator fatigue using  | PD:  improves and surgical improves\n and surgical the ||, 
Iter   3300, Loss:  5.273681, PPL:  195.1330, Chunk_Size:  16, Batch_Size: 1, F: 73.94 ms, B: 131.26 msGT:  study into operator fatigue using 3D surgical equ | PD: \n and surgical the\n and of the\n and surgical th ||, 
Iter   3301, Loss:  5.256866, PPL:  191.8791, Chunk_Size:  16, Batch_Size: 1, F: 82.72 ms, B: 165.73 msGT:  using 3D surgical equipment\nthat arises from a c | PD: \n and surgical the\n and of the\n and surgical th ||, 
Iter   3302, Loss:  5.064555, PPL:  158.3100, Chunk_Size:  16, Batch_Size: 1, F: 50.65 ms, B: 183.32 msGT:  surgical equipment\nthat arises from a collaborat | PD: \n and surgical the\n\n of the\n\n surgical the\n\ ||, 
Iter   3303, Loss:  4.977653, PPL:  145.1333, Chunk_Size:  16, Batch_Size: 1, F: 76.00 ms, B: 163.18 msGT:  arises from a collaboration between surgeons at t | PD: \n\n of the\n\n of the\n\n surgical a\n\n surgical ||, 
Iter   3304, Loss:  4.987727, PPL:  146.6028, Chunk_Size:  16, Batch_Size: 1, F: 63.43 ms, B: 115.51 msGT:  between surgeons at the Royal\nSurrey County Hosp | PD: \n\n of study\n\n of study\n\n of study\n\n the st ||, 
Iter   3305, Loss:  5.385663, PPL:  218.2548, Chunk_Size:  16, Batch_Size: 1, F: 56.48 ms, B: 155.34 msGT:  Royal\nSurrey County Hospital and academics at th | PD: \n\n of between\n\n of study\n\n of between\n\n of ||, 
Iter   3306, Loss:  5.766972, PPL:  319.5686, Chunk_Size:  16, Batch_Size: 1, F: 62.38 ms, B: 157.55 msGT:  County Hospital and academics at the University o | PD: \n\n of between\n\n of between\n\n of between\n\n  ||, 
Iter   3307, Loss:  5.911566, PPL:  369.2839, Chunk_Size:  16, Batch_Size: 1, F: 61.80 ms, B: 140.38 msGT:  at the University of Surrey.\nAs well as surgical | PD: \n\n of between the  of between the\n of between t ||, 
Iter   3308, Loss:  6.330114, PPL:  561.2208, Chunk_Size:  16, Batch_Size: 1, F: 65.72 ms, B: 209.35 msGT:  Surrey.\nAs well as surgical evaluation, cutting- | PD: \n\n of between the  of between the\n of between t ||, 
Iter   3309, Loss:  5.425154, PPL:  227.0463, Chunk_Size:  16, Batch_Size: 1, F: 75.79 ms, B: 141.94 msGT:  as surgical evaluation, cutting-edge research, le | PD:  the\n of at the  of\n the\n of arises the the of  ||, 
Iter   3310, Loss:  5.314151, PPL:  203.1919, Chunk_Size:  16, Batch_Size: 1, F: 55.48 ms, B: 148.87 msGT:  cutting-edge research, led by Dr\nDavid Windridge | PD:  theSur of at the at of at the a of at the the of  ||, 
Iter   3311, Loss:  5.056023, PPL:  156.9650, Chunk_Size:  16, Batch_Size: 1, F: 56.15 ms, B: 159.29 msGT:  led by Dr\nDavid Windridge of the University's Ce | PD:  theSur of attention the at of academics the and o ||, 
Iter   3312, Loss:  4.878206, PPL:  131.3947, Chunk_Size:  16, Batch_Size: 1, F: 66.53 ms, B: 156.19 msGT: David Windridge of the University's Centre for Vis | PD:  theSur of attention by the of academics.\n and of ||, 
Iter   3313, Loss:  4.620442, PPL:  101.5389, Chunk_Size:  16, Batch_Size: 1, F: 61.63 ms, B: 130.88 msGT:  the University's Centre for Vision, Speech and\nS | PD:  theSur of attention by Hospital of academics, res ||, 
Iter   3314, Loss:  5.005322, PPL:  149.2050, Chunk_Size:  16, Batch_Size: 1, F: 51.80 ms, B: 131.22 msGT:  Vision, Speech and\nSignal Processing, sought to  | PD:  by research,David by-edge,David, research, attent ||, 
Iter   3315, Loss:  4.723584, PPL:  112.5710, Chunk_Size:  16, Batch_Size: 1, F: 57.86 ms, B: 180.93 msGT: \nSignal Processing, sought to measure the changes | PD: ,As,David, attention,David,David, Vision, attentio ||, 
