start
ModelConfig(embedding_size=1024, num_layers=32, num_heads=16, ffn_scale_ratio=0.5, max_context_length=8192, vocab_size=200019, debug=False, proj_ratio_min=2, proj_ratio=10, num_keep_boundary_chunk=2)
DataConfig(batch_size=50, block_size=64, buffer_size=10, tokenizer_name='gpt-4o', dataset_dir='datasets/finewebedu/CC-MAIN-2024-10', truncate_limit=1000000000, shuffle_tokens=False, mask_random=False)
TrainConfig(learning_rate=0.001, dtype='bfloat16', optimizer_options=None, exp_name='experiment', exp_num=6, save_interval_epoch=10, save_interval_iter=1000, print_interval_iteration=100, eval_interval_iteration=250, num_epochs=200, max_total_iters=10000000, num_warmup_steps=4000, gradient_checkpointing=True, value_clip_grad_norm=0.5, lr_step=1000, print_token_len=64)
model configure  3.9sec
configure optimizer during  0.4sec
372.90496 M Params
Transformer(
  (transformer): ModuleDict(
    (wte): Embedding(200019, 1024)
    (h): ModuleList(
      (0-31): 32 x Block(
        (ln_1): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (attn): CausalSelfAttention(
          (c_attn): Linear(in_features=1024, out_features=3072, bias=True)
          (c_proj): Linear(in_features=1024, out_features=1024, bias=True)
        )
        (ln_2): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (mlp): MLP(
          (c_fc): Linear(in_features=1024, out_features=512, bias=True)
          (gelu): GELU(approximate='none')
          (c_proj): Linear(in_features=512, out_features=1024, bias=True)
        )
      )
    )
    (ln_f): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
  )
  (lm_head): Linear(in_features=1024, out_features=200019, bias=False)
)
prepare dataset
load Parquet Data 1.13sec
configure DataLoaderLite during  0.0 sec
start train
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(

Iter      0/10000000, B  1, 0.0 Mt | Loss 12.395371, PPL 241680.39  0.000000 | F 390.6 ms, B 301.5 ms | 4.62 Kt/s | O:  infect a new computer. Downloading and running software from un | P: stom폰 Veracruzroonroonühlen ciudadano juzлат雅黑XXX(hero Bắc الوجه  ||
Iter   2726/10000000, B2727, 8.7 Mt | Loss  1.728233, PPL      5.63  1.727384 | F 101.4 ms, B 211.5 ms | 10.16 Kt/s | O: PR systems, but Cas-3 is actually used 50 percent of the time in | P: tems, but detecting-3 is actually used 50 percent of the time of  ||
Iter   2727/10000000, B2728, 8.7 Mt | Loss  2.131091, PPL      8.42  1.606959 | F  86.0 ms, B 221.7 ms | 10.33 Kt/s | O: lenge to make it really meaningful. For this gratitude practice, | P: llenge to make it really meaningful. For this prospect practice,  ||
Iter   2728/10000000, B2729, 8.7 Mt | Loss  2.184474, PPL      8.89  1.686614 | F  80.2 ms, B 258.3 ms | 9.40 Kt/s | O: ed on plants, real damage in their natural habitats is low. They | P: g feed on plants, real damage in their natural-party is low. the  ||
Iter   2729/10000000, B2730, 8.7 Mt | Loss  1.594420, PPL      4.93  1.730378 | F  70.7 ms, B 230.3 ms | 10.56 Kt/s | O:  London; and Jamaican-born settler to Edinburgh John Edmonstone, | P: ridwell, south London; and PCR came the.A to op),].130 volcanic,  ||
Iter   2730/10000000, B2731, 8.7 Mt | Loss  1.652402, PPL      5.22  1.594645 | F  85.7 ms, B 265.1 ms | 9.07 Kt/s | O: trees in California had died after four years of extreme drought | P: illion trees in California had died after four years of drawing,  ||
Iter   2731/10000000, B2732, 8.7 Mt | Loss  1.973639, PPL      7.20  1.545610 | F  85.4 ms, B 246.0 ms | 9.58 Kt/s | O: thering place and a first-aid center.\nTRIDENT CREEK FALLS\nFrom | P: and a firstatiid center.\n collectwalls C FirewallK FirewallS\n-  ||
Iter   2732/10000000, B2733, 8.7 Mt | Loss  1.775830, PPL      5.91  1.541217 | F  95.0 ms, B 243.3 ms | 9.40 Kt/s | O:  the network you connect.\nWhen your device is assigned a static | P:  by the network you connect.\nWhen your device is assigned a the  ||
Iter   2733/10000000, B2734, 8.7 Mt | Loss  1.778312, PPL      5.92  1.507160 | F  76.3 ms, B 248.5 ms | 9.79 Kt/s | O: smallest of the three, and are known for their delicate size and | P: he missions of the three, and are known for their delicate size,  ||
Iter   2734/10000000, B2735, 8.7 Mt | Loss  1.742675, PPL      5.71  1.674310 | F  69.3 ms, B 242.5 ms | 10.19 Kt/s | O: ng of an ‘active’ nature which is incorporated into hypnotherapy | P: nything of an ‘active’ nature which is incorporated into driftn,  ||
Iter   2735/10000000, B2736, 8.8 Mt | Loss  1.721108, PPL      5.59  1.819386 | F  73.3 ms, B 236.7 ms | 10.26 Kt/s | O: its natural colour. Melanin is made in the skin by pigment cells | P: n its natural mice. planets But is made in the skin by upcoming.  ||
Iter   2736/10000000, B2737, 8.8 Mt | Loss  1.998023, PPL      7.37  1.450450 | F  94.9 ms, B 233.3 ms | 9.68 Kt/s | O: alizing all members of a market reduces differential opportunity | P: l: Helsinkiizing all members of a market universities collector,  ||
Iter   2737/10000000, B2738, 8.8 Mt | Loss  1.829917, PPL      6.23  1.782775 | F  89.9 ms, B 207.5 ms | 10.68 Kt/s | O: advantages of acetate fabric is its susceptibility to wrinkling. | P: terminal of Do fabric is itswalls towalls chain capabilities and  ||
Iter   2738/10000000, B2739, 8.8 Mt | Loss  1.623999, PPL      5.07  1.708964 | F  67.9 ms, B 205.7 ms | 11.60 Kt/s | O:  strategies employed by hackers, you can take proactive measures | P: g the strategies employed by hackers, you can take motivation to  ||
Iter   2739/10000000, B2740, 8.8 Mt | Loss  1.703437, PPL      5.49  1.783331 | F  81.5 ms, B 231.6 ms | 10.15 Kt/s | O:  lowercase letters, numbers, and symbols. Additionally, consider | P:  rewarded andira yield, numbers, and enormous. Additionally, the  ||
Iter   2740/10000000, B2741, 8.8 Mt | Loss  1.840355, PPL      6.30  1.602834 | F  68.7 ms, B 238.4 ms | 10.35 Kt/s | O: ble to blackout-proof your premises.\nRead this, and do not rely | P: , it is possible to.W firewall your°.\nRead this, and do not the  ||
Iter   2741/10000000, B2742, 8.8 Mt | Loss  1.740414, PPL      5.70  1.491631 | F  73.7 ms, B 228.2 ms | 10.53 Kt/s | O: ability\nThe shift to digital classrooms has also contributed to | P: act and paired\nThe shift to digital DNA has also contributed to  ||
Iter   2742/10000000, B2743, 8.8 Mt | Loss  1.784143, PPL      5.95  1.469021 | F  87.2 ms, B 239.1 ms | 9.74 Kt/s | O: t month on primordial black holes and realizing during a morning | P: king last month on Gest black holes and perceptions during a the  ||
Iter   2743/10000000, B2744, 8.8 Mt | Loss  1.710858, PPL      5.53  1.564368 | F  71.5 ms, B 209.3 ms | 11.31 Kt/s | O: er follow-up shots and enhanced control.\n- .40 Caliber: The .40 | P: ollow refer lesions and appearance control.\n- .40186 Ty: The .,  ||
Iter   2744/10000000, B2745, 8.8 Mt | Loss  1.415596, PPL      4.12  1.488235 | F  83.3 ms, B 205.0 ms | 11.02 Kt/s | O:  So, try to find ways to relax and stay calm. This could be like | P: So, try to find ways to mitigate and stay calm. This could be be  ||
Iter   2745/10000000, B2746, 8.8 Mt | Loss  1.919962, PPL      6.82  1.272757 | F  80.0 ms, B 236.0 ms | 10.06 Kt/s | O: ng Up Father comics\nOne gets the impression that McManus simply | P: cetate Up chipuds\nOne persons the footprint that Mc blockingus,  ||
Iter   2746/10000000, B2747, 8.8 Mt | Loss  2.320556, PPL     10.18  1.519250 | F  75.2 ms, B 249.3 ms | 9.80 Kt/s | O: ets cranked up, bringing the creosote up to ignition temperature | P: e AC getsively Gest up, bringing the ACos separation up to Gest,  ||
Iter   2747/10000000, B2748, 8.8 Mt | Loss  2.227957, PPL      9.28  1.809763 | F  84.1 ms, B 205.9 ms | 10.96 Kt/s | O: ited a reserve in Manitoba to underline the plight of Indigenous | P: regime actually Asia a AC in caliber to worked the hollow of the  ||
Iter   2748/10000000, B2749, 8.8 Mt | Loss  1.675768, PPL      5.34  1.551446 | F  67.5 ms, B 241.2 ms | 10.30 Kt/s | O:  software development.\nThis comprehensive guide aims to unravel | P: e of software development.\nThis comprehensive guide aims to the  ||
Iter   2749/10000000, B2750, 8.8 Mt | Loss  2.090450, PPL      8.09  1.599653 | F  80.5 ms, B 230.1 ms | 10.23 Kt/s | O:  he realized that his security product could be put to wider use | P: , he realized that his security product could be put to wider to  ||
Iter   2750/10000000, B2751, 8.8 Mt | Loss  1.496888, PPL      4.47  1.647097 | F  77.0 ms, B 255.9 ms | 9.55 Kt/s | O: We believe that they represent an under-utilized policy tool for | P:  We believe that they ethical an under heavenized policy tool to  ||
Iter   2751/10000000, B2752, 8.8 Mt | Loss  1.867809, PPL      6.47  1.343111 | F  78.9 ms, B 231.0 ms | 10.25 Kt/s | O: eving women’s suffrage. The exhibition told the story of women’s | P: ng women’s suff caliber. The breaches told the story of women of  ||
Iter   2752/10000000, B2753, 8.8 Mt | Loss  1.418097, PPL      4.13  1.478788 | F  78.1 ms, B 213.1 ms | 10.91 Kt/s | O: are?\nWestern biomedical science is often considered as the main | P: are?\n corners melanoma science is often considered as the world  ||
Iter   2753/10000000, B2754, 8.8 Mt | Loss  2.338785, PPL     10.37  1.480474 | F  71.3 ms, B 232.4 ms | 10.46 Kt/s | O: aining a clean coop and yard, and regularly monitoring for signs | P: ning a clean catering andature, and regularly monitoring for the  ||
Iter   2754/10000000, B2755, 8.8 Mt | Loss  2.284503, PPL      9.82  1.786249 | F  84.9 ms, B 212.5 ms | 10.69 Kt/s | O: ncluded 339 teenagers, ages 13 and 14, who took half for 2 years | P: uded -defense unauthorized, ages 13 and 14, who took half for 2,  ||
Iter   2755/10000000, B2756, 8.8 Mt | Loss  1.674057, PPL      5.33  1.584995 | F  84.2 ms, B 222.3 ms | 10.36 Kt/s | O: lion people who would not otherwise be able to afford healthcare | P: .7 million people who would not otherwise be able to thousand in  ||
Iter   2756/10000000, B2757, 8.8 Mt | Loss  2.001498, PPL      7.40  1.381074 | F  71.9 ms, B 255.3 ms | 9.72 Kt/s | O: method places great emphasis on ear training and good technique. | P: d places great emphasis on accident training and good technique,  ||
Iter   2757/10000000, B2758, 8.8 Mt | Loss  2.121672, PPL      8.35  1.810830 | F  82.7 ms, B 214.4 ms | 10.69 Kt/s | O: ided.\n- Wikipedia article on 10-foot user interface: wikipedia: | P: om should be extreme.\n- comfort article on 10uc hours Part:cca,  ||
Iter   2758/10000000, B2759, 8.8 Mt | Loss  1.626625, PPL      5.09  1.658708 | F  83.1 ms, B 222.6 ms | 10.40 Kt/s | O: orking in unison from the same set of plans and towards a common | P: orking in un Safety from the same set of plans and towards a the  ||
Iter   2759/10000000, B2760, 8.8 Mt | Loss  1.804766, PPL      6.08  1.476347 | F  77.3 ms, B 233.1 ms | 10.23 Kt/s | O: ensions”:\n- Politico-military dimension: including arms control | P:  areas or “ Moy”:\n- Shirleyimer-m tensionsnet: including-level,  ||
Iter   2760/10000000, B2761, 8.8 Mt | Loss  2.027722, PPL      7.60  1.550266 | F  77.8 ms, B 211.6 ms | 10.98 Kt/s | O: competitive, this is just a reminder to be careful and strategic | P:  to stay competitive, this is just a reminder to be careful and.  ||
Iter   2761/10000000, B2762, 8.8 Mt | Loss  1.794112, PPL      6.01  1.764596 | F  85.7 ms, B 223.0 ms | 10.28 Kt/s | O: modern linguistic sciences that emerged at the beginning of the  | P:  of theim hacking false that emerged at the beginning of the the  ||
Iter   2762/10000000, B2763, 8.8 Mt | Loss  1.954978, PPL      7.06  1.719644 | F  85.0 ms, B 256.3 ms | 9.32 Kt/s | O: est proximity function to use is distance to .\n- When the world | P: he best credits function to use is distance to .\n- When the the  ||
Iter   2763/10000000, B2764, 8.8 Mt | Loss  1.935507, PPL      6.93  1.526018 | F  72.1 ms, B 208.9 ms | 11.31 Kt/s | O: eritage. Through its exceptional variety of trees, scenic views, | P: heritage. Through its court variety of trees, nationality views,  ||
Iter   2764/10000000, B2765, 8.8 Mt | Loss  1.527981, PPL      4.61  1.737177 | F  76.0 ms, B 216.4 ms | 10.84 Kt/s | O: n, a doctoral student in astronomy and first author of the paper | P: or Cal134, a IR student in eradicate and first author of the the  ||
Iter   2765/10000000, B2766, 8.8 Mt | Loss  1.544619, PPL      4.69  1.609410 | F  71.6 ms, B 219.4 ms | 10.92 Kt/s | O:  focus on the character of Shackleton and the story of Endurance | P:  that focus on the character of snakes cuc and the story of End,  ||
Iter   2766/10000000, B2767, 8.9 Mt | Loss  2.587238, PPL     13.29  1.847146 | F  76.4 ms, B 211.8 ms | 11.02 Kt/s | O:  permanent or self-employed.\nIf a construction project has more | P: yption, anxiety or self Living.\nIf a construction project has a  ||
Iter   2767/10000000, B2768, 8.9 Mt | Loss  2.719948, PPL     15.18  1.705346 | F  84.8 ms, B 216.7 ms | 10.54 Kt/s | O: d Aries—which thereby signaled the spring equinox and new season | P: a Improving thereby signerson the spring toxicpowers and new the  ||
Iter   2768/10000000, B2769, 8.9 Mt | Loss  2.079680, PPL      8.00  1.861518 | F 102.4 ms, B 224.1 ms | 9.74 Kt/s | O: ere are so many species of garter snake, you may be wondering:\n | P: e are so many species of seatingert Medicaid, you may be paid to  ||
Iter   2769/10000000, B2770, 8.9 Mt | Loss  1.893368, PPL      6.64  1.993586 | F 102.9 ms, B 232.2 ms | 9.48 Kt/s | O: iling point in a high vacuum environment, resulting in increased | P:  Industrial point in a high vacuum environment, resulting in the  ||
Iter   2770/10000000, B2771, 8.9 Mt | Loss  1.954996, PPL      7.06  1.642075 | F  78.5 ms, B 216.0 ms | 10.79 Kt/s | O: lso some minor differences:\nA disadvantage of OpenOffice is the | P: lso some containers differences:\nA entity of items kinetic is a  ||
Iter   2771/10000000, B2772, 8.9 Mt | Loss  2.326088, PPL     10.24  1.863819 | F  77.1 ms, B 210.6 ms | 11.05 Kt/s | O: escue operations that are carried out during war that are within | P: and rescue operations that are carried out during war that are a  ||
Iter   2772/10000000, B2773, 8.9 Mt | Loss  2.182335, PPL      8.87  1.589787 | F  76.3 ms, B 214.8 ms | 10.91 Kt/s | O: ledgeable personnel arrive to run the show. This course educates | P: gueable static passwords to steps the show. This course voyage a  ||
Iter   2773/10000000, B2774, 8.9 Mt | Loss  1.748450, PPL      5.75  2.036592 | F  81.1 ms, B 226.9 ms | 10.31 Kt/s | O: the world. Governmental Advisory Committee ?Early Warnings? were | P: e the world. Governmental Ethical Committeeomas http W Estonia?,  ||
Iter   2774/10000000, B2775, 8.9 Mt | Loss  2.053919, PPL      7.80  1.458697 | F  76.4 ms, B 238.9 ms | 10.08 Kt/s | O:  something that tells yourself and others that you are important | P: e to do something that tells yourself and others that you are be  ||
Iter   2775/10000000, B2776, 8.9 Mt | Loss  1.767279, PPL      5.85  1.809493 | F  83.8 ms, B 213.2 ms | 10.70 Kt/s | O:  ban these pesticides is taken after considering recommendations | P: ecision to Soviet these pesticides is taken after considering to  ||
Iter   2776/10000000, B2777, 8.9 Mt | Loss  2.539074, PPL     12.67  1.642615 | F  84.3 ms, B 232.8 ms | 10.03 Kt/s | O: dor has a unique theme and feel that they bring to the festival. | P: nce has a unique theme and feel that they bring to the rescue of  ||
Iter   2777/10000000, B2778, 8.9 Mt | Loss  2.853205, PPL     17.34  1.605221 | F  95.0 ms, B 208.4 ms | 10.48 Kt/s | O: w the story from Tchaikovsky’s great opera Pikovaya Dama.) Other | P:  Harvey monkeysleton’s great trenches PwtDR D intervention.) and  ||
Iter   2778/10000000, B2779, 8.9 Mt | Loss  2.565903, PPL     13.01  2.185855 | F  73.4 ms, B 219.0 ms | 10.87 Kt/s | O:  an indication to proceed with definitive management of the exst | P: er is also an Ukraine to mutually with Eat management of the ex.  ||
Iter   2779/10000000, B2780, 8.9 Mt | Loss  2.423898, PPL     11.29  2.119428 | F  92.8 ms, B 234.5 ms | 9.72 Kt/s | O: egardless of repair. Hydronephrosis, pyelonephritis and renal sc | P: rdless of potentially.)\n SolarphANN,LDeloneph Solar andorption,  ||
Iter   2780/10000000, B2781, 8.9 Mt | Loss  2.344285, PPL     10.43  2.066742 | F  82.7 ms, B 221.7 ms | 10.44 Kt/s | O: extreme abnormalities of the pelvis: asymmetry between the sides | P: strophy have extreme cooked of the segment:ahaonian between the   ||
Iter   2781/10000000, B2782, 8.9 Mt | Loss  2.015778, PPL      7.51  1.777146 | F  71.2 ms, B 224.0 ms | 10.77 Kt/s | O: ered keratinisation (idiopathic seborrhoea)\n- Autoimmune (pemph | P: D Rise crop (ICAL NamesYE deformororophy)\n-LDifier ( Ethereum\n  ||
Iter   2782/10000000, B2783, 8.9 Mt | Loss  1.782049, PPL      5.94  1.558150 | F  70.3 ms, B 221.9 ms | 10.86 Kt/s | O: n and self-recognition. If we were to compare England and France | P: ion and self Field domains. If we were to compare funded and the  ||
Iter   2783/10000000, B2784, 8.9 Mt | Loss  2.002504, PPL      7.41  1.704806 | F  71.0 ms, B 264.9 ms | 9.47 Kt/s | O: can enhance the user experience by adding client-side validation | P:  developers can enhance the user must by search client surgical.  ||
Iter   2784/10000000, B2785, 8.9 Mt | Loss  2.084934, PPL      8.04  1.536176 | F  76.6 ms, B 226.2 ms | 10.50 Kt/s | O: nd gambling will fall away.Today’s rockets are powerful boosters | P:  of the pelvis and, will fall away. taste’srophy are powerful of  ||
Iter   2785/10000000, B2786, 8.9 Mt | Loss  2.342303, PPL     10.41  1.771616 | F  70.5 ms, B 227.7 ms | 10.66 Kt/s | O: nd age-related macular degeneration.\n- Egg yolks are one of the | P:  and age-related bladderularicate.\n-acalrodrophy are one of the  ||
Iter   2786/10000000, B2787, 8.9 Mt | Loss  1.839207, PPL      6.29  1.841612 | F  69.4 ms, B 225.2 ms | 10.79 Kt/s | O:  so we can't use that as a good identification character. But we | P: ganisation use that as a good identification character. But will  ||
Iter   2787/10000000, B2788, 8.9 Mt | Loss  1.996334, PPL      7.36  1.506381 | F  75.9 ms, B 246.0 ms | 9.88 Kt/s | O: flowers. If you start to see more than one weed growing, contact | P:  reports. If you start to see more than one bladder growing, and  ||
Iter   2788/10000000, B2789, 8.9 Mt | Loss  1.964650, PPL      7.13  1.423231 | F  76.1 ms, B 217.2 ms | 10.83 Kt/s | O: ibility, as a teacher\nYour teachers may already be using social | P: esponsibility, as a teacher\nYour teachers may already be using,  ||
Iter   2789/10000000, B2790, 8.9 Mt | Loss  1.837952, PPL      6.28  1.516170 | F  78.8 ms, B 222.3 ms | 10.55 Kt/s | O: o further grow their skills.\nThe important thing factor element | P: n how to further grow their skills.\nThe important thing factor,  ||
Iter   2790/10000000, B2791, 8.9 Mt | Loss  1.710851, PPL      5.53  1.610126 | F  74.9 ms, B 217.7 ms | 10.86 Kt/s | O:  to progress without treatment, onychomycosis may interfere with | P: d to progress without treatment, onacalomyrophyis may interfere,  ||
Iter   2791/10000000, B2792, 8.9 Mt | Loss  1.556295, PPL      4.74  2.159468 | F  70.7 ms, B 221.6 ms | 10.87 Kt/s | O: onsumption, in large part due to a longtime rumor about it being | P: il consumption, in large part due to a posterior sewer about it,  ||
Iter   2792/10000000, B2793, 8.9 Mt | Loss  2.160437, PPL      8.67  1.763087 | F  75.5 ms, B 219.9 ms | 10.75 Kt/s | O: in known as erythema migrans (EM). These often don’t trigger any | P: \n as utertheenceral [ ( plumbing). These often don’t trigger be  ||
Iter   2793/10000000, B2794, 8.9 Mt | Loss  2.320173, PPL     10.18  1.977478 | F  73.0 ms, B 239.0 ms | 10.19 Kt/s | O: ur GP if your symptoms dont get better or if you experience pain | P:  if your symptoms frustration get better or if you experience be  ||
Iter   2794/10000000, B2795, 8.9 Mt | Loss  2.453951, PPL     11.63  1.666127 | F  77.1 ms, B 233.1 ms | 10.25 Kt/s | O: al audio tape machines. One of these, a 90-pin version (Vari*con | P:  audio moist machines. One of these, a 90apse version ( otap and  ||
Iter   2795/10000000, B2796, 8.9 Mt | Loss  1.856291, PPL      6.40  1.741353 | F  75.4 ms, B 214.4 ms | 10.96 Kt/s | O: manufacturers. Similar to FracRack but with minor (but important | P: able from many manufacturers.fer to Frac fiss but with MRI (but.  ||
Iter   2796/10000000, B2797, 8.9 Mt | Loss  2.504882, PPL     12.24  1.455243 | F  90.0 ms, B 212.4 ms | 10.51 Kt/s | O: \nIn order to represent any numbers, we use ten symbols 0, 1, 2, | P: .\nIn order to possibly any numbers, we use ten bearing 0, 1, 2,  ||
Iter   2797/10000000, B2798, 9.0 Mt | Loss  1.692541, PPL      5.43  1.853865 | F  69.5 ms, B 226.3 ms | 10.74 Kt/s | O: infants in Japan, and found that those exposed to indoor cats or | P:  infants in bottom, and found that those exposed to indoor whom.  ||
Iter   2798/10000000, B2799, 9.0 Mt | Loss  1.367889, PPL      3.93  1.525859 | F  72.8 ms, B 223.2 ms | 10.73 Kt/s | O: to, into, she, we, me, he, be, you, all, are, her, was, they and | P: , to, into, she, we, me, he, be, you, all, are, life, was, they.  ||
Iter   2799/10000000, B2800, 9.0 Mt | Loss  2.152750, PPL      8.61  1.514254 | F  69.1 ms, B 234.7 ms | 10.46 Kt/s | O: opped for you at the movies. But were you aware that grains such | P: t client for you at the harmony. But were you aware that grains,  ||
Iter   2800/10000000, B2801, 9.0 Mt | Loss  1.679957, PPL      5.37  1.523100 | F  68.2 ms, B 212.7 ms | 11.31 Kt/s | O: % of manipulations graded as no/virtually no or little impact\nA | P: trical pregnancy pub as no/ hemorrhoix no or little impact\n the  ||
Iter   2801/10000000, B2802, 9.0 Mt | Loss  1.817505, PPL      6.16  1.856645 | F  72.2 ms, B 223.9 ms | 10.72 Kt/s | O: p, intending to physically, sexually or emotionally harm others. | P: al or group, disruptions to...\n, cyst or circles harm others to  ||
Iter   2802/10000000, B2803, 9.0 Mt | Loss  1.952787, PPL      7.05  1.675784 | F  66.1 ms, B 242.5 ms | 10.31 Kt/s | O: me of the interesting factors about AI which will leave you flab | P:  the interesting factors about industries which by leave you fl,  ||
Iter   2803/10000000, B2804, 9.0 Mt | Loss  1.796937, PPL      6.03  1.608235 | F  73.8 ms, B 228.0 ms | 10.52 Kt/s | O: ts a landslide’s path, the depth along the path, the total area, | P: uch a ChurchIE’s path, the depth along the path, the total area,  ||
Iter   2804/10000000, B2805, 9.0 Mt | Loss  2.045691, PPL      7.73  1.656256 | F  78.0 ms, B 239.3 ms | 10.02 Kt/s | O: lios for diversification. The question is “how much?”. I wrote a | P: ning. The question is “ reconstruction much nationality I wrote,  ||
Iter   2805/10000000, B2806, 9.0 Mt | Loss  2.572149, PPL     13.09  1.652009 | F  70.8 ms, B 240.4 ms | 10.21 Kt/s | O: lebrations with energy and positivity, Happy Easter y’all!\nOpen | P: in the definitive with energy and hemorrho,val poultry yopes!\n,  ||
Iter   2806/10000000, B2807, 9.0 Mt | Loss  2.408212, PPL     11.11  1.787850 | F  80.0 ms, B 220.6 ms | 10.57 Kt/s | O: P elected over one third of the delegates to a convention called | P:  elected over one third of the distortion to a discrimination of  ||
Iter   2807/10000000, B2808, 9.0 Mt | Loss  1.930081, PPL      6.89  1.700651 | F  76.9 ms, B 210.7 ms | 11.04 Kt/s | O: popular myth taught to generations of schoolchildren. This anecd | P:  a popular continent taught to generations of schoolho. This the  ||
Iter   2808/10000000, B2809, 9.0 Mt | Loss  1.891557, PPL      6.63  1.719720 | F  68.1 ms, B 219.4 ms | 11.05 Kt/s | O: ovement or upgrade needs to be taken, and the team should change | P: ovement or trafficking needs to be taken, and the team should to  ||
Iter   2809/10000000, B2810, 9.0 Mt | Loss  1.792074, PPL      6.00  1.508198 | F  72.2 ms, B 210.6 ms | 11.23 Kt/s | O: euse water directed towards agricultural irrigation, groundwater | P: lled fluoride water consent towards landscapes disturbances, and  ||
Iter   2810/10000000, B2811, 9.0 Mt | Loss  1.728369, PPL      5.63  1.577868 | F 101.0 ms, B 209.7 ms | 10.23 Kt/s | O: ds through a Training and Certification Advisory Board (TCAB)\n- | P: rough a Training and Norway membrane Board ( predicts Deb)\n the  ||
Iter   2811/10000000, B2812, 9.0 Mt | Loss  2.373904, PPL     10.74  1.496074 | F  86.4 ms, B 245.7 ms | 9.58 Kt/s | O: mal diversity and the nature and variety of wildlife habitat are | P: imal diversity and the nature and variety of wildlife habitat of  ||
Iter   2812/10000000, B2813, 9.0 Mt | Loss  2.129403, PPL      8.41  1.509692 | F  71.9 ms, B 212.7 ms | 11.15 Kt/s | O: identally captured something hilariously familiar in the distant | P: n — when it bill word something going snakes familiar in the the  ||
Iter   2813/10000000, B2814, 9.0 Mt | Loss  1.814854, PPL      6.14  1.434008 | F  72.5 ms, B 210.8 ms | 11.21 Kt/s | O:  drives, an inverter operating with a switching frequency of 4 k | P: l frequencies, an Federation operating with aear frequency of 41  ||
Iter   2814/10000000, B2815, 9.0 Mt | Loss  1.727266, PPL      5.63  1.565901 | F  72.7 ms, B 223.7 ms | 10.72 Kt/s | O: t can take some full sun, others enjoy being drenched in the sun | P: can take some full sun, others enjoy being weldingched in the of  ||
Iter   2815/10000000, B2816, 9.0 Mt | Loss  2.010920, PPL      7.47  1.531267 | F  76.6 ms, B 216.1 ms | 10.86 Kt/s | O: he game made its way across the continent, evolving and adapting | P: al. The game made its way across the continent, evolving and the  ||
Iter   2816/10000000, B2817, 9.0 Mt | Loss  2.235408, PPL      9.35  1.732977 | F  70.4 ms, B 217.1 ms | 11.05 Kt/s | O: that changes your cat’s urine pH, such as kidney disease or long | P: that changes your cat’s aids summerH, such as organ disease or a  ||
Iter   2817/10000000, B2818, 9.0 Mt | Loss  1.599885, PPL      4.95  1.754501 | F  72.0 ms, B 246.8 ms | 9.97 Kt/s | O: gainvilleas, with their delicate, fine bracts and light clusters | P: academyris Oxfordas, with their delicate, ariseESacts and light,  ||
Iter   2818/10000000, B2819, 9.0 Mt | Loss  1.749537, PPL      5.75  1.504545 | F  70.9 ms, B 220.2 ms | 10.92 Kt/s | O: \nDepending on how receptive the animals are, we will assess and | P: ent.\n welding on how bitcoin the animals are, we will assess to  ||
Iter   2819/10000000, B2820, 9.0 Mt | Loss  1.884051, PPL      6.58  1.739516 | F  74.5 ms, B 215.6 ms | 10.95 Kt/s | O: doesn’t receive enough sunlight, it may become pale and not show | P: havioral’t receive enough organic, it may become knew and not be  ||
Iter   2820/10000000, B2821, 9.0 Mt | Loss  1.815475, PPL      6.14  1.636527 | F  72.2 ms, B 213.5 ms | 11.12 Kt/s | O: es was a school, and teachers were highly regarded. Additionally | P:  communities was a school, and teachers were highly regarded. In  ||
Iter   2821/10000000, B2822, 9.0 Mt | Loss  1.645163, PPL      5.18  1.468487 | F  73.8 ms, B 212.0 ms | 11.10 Kt/s | O: m and other blockchain-based networks. These protocols provide a | P: h as App and other blockchain-based names. These ease provide be  ||
Iter   2822/10000000, B2823, 9.0 Mt | Loss  2.036272, PPL      7.66  1.663576 | F  69.8 ms, B 217.1 ms | 11.07 Kt/s | O: those interested in purchasing a physical copy of Lily the Llama | P: ose interested in purchasing a physical thoughts of App the L of  ||
Iter   2823/10000000, B2824, 9.0 Mt | Loss  1.416211, PPL      4.12  1.694752 | F  71.0 ms, B 249.7 ms | 9.92 Kt/s | O: alarming racial and ethnic disparities in maternal health in the | P: tinent inc racial and ethnic Thanks in advancement health in the  ||
Iter   2824/10000000, B2825, 9.0 Mt | Loss  1.606897, PPL      4.99  1.577671 | F  89.9 ms, B 249.5 ms | 9.37 Kt/s | O: ratified by all the consultative members of the Antarctic Treaty | P: at it be cmified by all the navigateative members of the tens of  ||
Iter   2825/10000000, B2826, 9.0 Mt | Loss  1.821892, PPL      6.18  1.397227 | F  87.2 ms, B 216.1 ms | 10.47 Kt/s | O: d by initiatives like the National Conference on Women’s Studies | P: oland by initiatives like the National Conference on Women’s the  ||
