start
ModelConfig(embedding_size=1024, num_layers=32, num_heads=16, ffn_scale_ratio=0.5, max_context_length=8192, vocab_size=200019, debug=False, proj_ratio_min=2, proj_ratio=10, num_keep_boundary_chunk=2)
DataConfig(batch_size=50, block_size=64, buffer_size=10, tokenizer_name='gpt-4o', dataset_dir='datasets/finewebedu/CC-MAIN-2024-10', truncate_limit=1000000000, shuffle_tokens=False, mask_random=False)
TrainConfig(learning_rate=0.001, dtype='bfloat16', optimizer_options=None, exp_name='experiment', exp_num=6, save_interval_epoch=10, save_interval_iter=1000, print_interval_iteration=100, eval_interval_iteration=250, num_epochs=200, max_total_iters=10000000, num_warmup_steps=4000, gradient_checkpointing=True, value_clip_grad_norm=0.5, lr_step=1000, print_token_len=64)
model configure  3.9sec
configure optimizer during  0.4sec
372.90496 M Params
Transformer(
  (transformer): ModuleDict(
    (wte): Embedding(200019, 1024)
    (h): ModuleList(
      (0-31): 32 x Block(
        (ln_1): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (attn): CausalSelfAttention(
          (c_attn): Linear(in_features=1024, out_features=3072, bias=True)
          (c_proj): Linear(in_features=1024, out_features=1024, bias=True)
        )
        (ln_2): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (mlp): MLP(
          (c_fc): Linear(in_features=1024, out_features=512, bias=True)
          (gelu): GELU(approximate='none')
          (c_proj): Linear(in_features=512, out_features=1024, bias=True)
        )
      )
    )
    (ln_f): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
  )
  (lm_head): Linear(in_features=1024, out_features=200019, bias=False)
)
prepare dataset
load Parquet Data 1.13sec
configure DataLoaderLite during  0.0 sec
start train
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(

Iter      0/10000000, B  1, 0.0 Mt | Loss 12.395371, PPL 241680.39  0.000000 | F 390.6 ms, B 301.5 ms | 4.62 Kt/s | O:  infect a new computer. Downloading and running software from un | P: stom폰 Veracruzroonroonühlen ciudadano juzлат雅黑XXX(hero Bắc الوجه  ||
Iter    925/10000000, B926, 3.0 Mt | Loss  4.685903, PPL    108.41  1.734550 | F  78.5 ms, B 253.5 ms | 9.58 Kt/s | O: ses associated with ongoing care.\n- Emotional toll results from | P: rom\n process learninging with effective healthy.\n--, every and  ||
Iter    926/10000000, B927, 3.0 Mt | Loss  3.929970, PPL     50.91  1.619099 | F  73.0 ms, B 241.9 ms | 10.09 Kt/s | O: own, allow it to compost in the actual bed.\nThis saves a lot of | P: e, easily it to, in the running network.\nThis you a children to  ||
Iter    927/10000000, B928, 3.0 Mt | Loss  4.496812, PPL     89.73  1.626776 | F 123.0 ms, B 215.6 ms | 9.39 Kt/s | O: l component of the rapid manufacturing approach, enabling faster | P: in towards. It is a and quality of the by healthy school,.\n and  ||
Iter    928/10000000, B929, 3.0 Mt | Loss  4.373318, PPL     79.31  2.057361 | F  99.4 ms, B 206.2 ms | 10.39 Kt/s | O: t continues to be a major contributor to global rates of chronic | P: , and. It consider to be a role television to new variety of the  ||
Iter    929/10000000, B930, 3.0 Mt | Loss  4.347877, PPL     77.31  1.514960 | F  81.9 ms, B 205.7 ms | 11.05 Kt/s | O:  nested within classrooms or consumers nested within families.\n | P: is is, such as learning\n new such or regular well new learning,  ||
Iter    930/10000000, B931, 3.0 Mt | Loss  4.061571, PPL     58.07  1.605531 | F  68.4 ms, B 241.8 ms | 10.24 Kt/s | O: e shielded us become obstacles in forming authentic connections, | P: t we paided us cause exploring in construction these underlying,  ||
Iter    931/10000000, B932, 3.0 Mt | Loss  4.062525, PPL     58.12  1.595272 | F  87.4 ms, B 223.7 ms | 10.19 Kt/s | O: le addresses theoretical aspects of the equity and health equity | P: is means been construction construction of the of and health and  ||
Iter    932/10000000, B933, 3.0 Mt | Loss  4.326208, PPL     75.66  1.438305 | F  68.9 ms, B 262.7 ms | 9.58 Kt/s | O: a Puppy\nPuppies under one year old have small bladders and less | P:  aema\n Your cervies; one year industry have small,The ‘ and the  ||
Iter    933/10000000, B934, 3.0 Mt | Loss  3.683366, PPL     39.78  1.755086 | F  75.2 ms, B 276.1 ms | 9.05 Kt/s | O: for anyone.\nUnfortunately, religious intolerance is very common | P:  and it, andp not used for give.\n Europe,ized common is This to  ||
Iter    934/10000000, B935, 3.0 Mt | Loss  4.136898, PPL     62.61  1.473447 | F  82.6 ms, B 241.8 ms | 9.79 Kt/s | O: achii Anatomy\nWe use our arms for almost every activity in work | P:  tooling\n get use developmentThe for3 including learning in the  ||
Iter    935/10000000, B936, 3.0 Mt | Loss  4.060295, PPL     57.99  1.795815 | F  74.0 ms, B 205.4 ms | 11.37 Kt/s | O: ties\nEach of these actions, when approached with dedication and | P:  television soil\n awareness of these explore, when of with may,  ||
Iter    936/10000000, B937, 3.0 Mt | Loss  4.026765, PPL     56.08  1.476363 | F  97.1 ms, B 210.2 ms | 10.35 Kt/s | O: omfort for those who come into contact with them. Despite having | P: me materials can for like like make into blood with used. These.  ||
Iter    937/10000000, B938, 3.0 Mt | Loss  4.380799, PPL     79.90  1.957767 | F  71.1 ms, B 257.9 ms | 9.67 Kt/s | O:  or pest control professional for a proper diagnosis.\nIs Dettol | P: tive or rapid energy effective for a process awareness.\n, your,  ||
Iter    938/10000000, B939, 3.0 Mt | Loss  4.247897, PPL     69.96  1.588892 | F  91.2 ms, B 224.9 ms | 10.06 Kt/s | O: he Bible, pray, and help the poor. Various other movements arose | P:  life: to study the to, that, and help the word. These other of,  ||
Iter    939/10000000, B940, 3.0 Mt | Loss  3.581112, PPL     35.91  1.506424 | F  69.8 ms, B 215.6 ms | 11.11 Kt/s | O: There is no known way to shield against it because it bends spac | P: gy. likely is no is way to exploring various it like it tooling,  ||
Iter    940/10000000, B941, 3.0 Mt | Loss  3.600622, PPL     36.62  1.569409 | F  93.7 ms, B 247.6 ms | 9.32 Kt/s | O: ggest that some of the effects of anxiety and stress can lead to | P: vities to’re that some of the energy of but and impact can need.  ||
Iter    941/10000000, B942, 3.0 Mt | Loss  4.017949, PPL     55.59  1.608439 | F  79.6 ms, B 222.2 ms | 10.53 Kt/s | O: might be introduced later. This would allow more diverse habitat | P: d When soil or that also be gainies. This also ensure more.\n of  ||
Iter    942/10000000, B943, 3.0 Mt | Loss  4.178335, PPL     65.26  1.826125 | F  75.4 ms, B 223.1 ms | 10.65 Kt/s | O: r during the day\n- Avoid caffeine drinks and alcohol, which can | P: ter during theIn\n- minutes you challenging and blood, which the  ||
Iter    943/10000000, B944, 3.0 Mt | Loss  3.997218, PPL     54.45  1.486072 | F  86.8 ms, B 202.2 ms | 10.99 Kt/s | O: 2021Paper topic 1\nContrast the notions of validity and truth in | P: andth,),)The\n ‘,\n- 2001 they, 1\n of the\n of of and became of  ||
Iter    944/10000000, B945, 3.0 Mt | Loss  3.904508, PPL     49.63  1.541653 | F 102.3 ms, B 227.5 ms | 9.63 Kt/s | O: ’s September 14 stopover was not good news for everyone, however | P: ad onangu.\n for’s0 200 enjoy from was not good\n for function,,  ||
Iter    945/10000000, B946, 3.0 Mt | Loss  4.460443, PPL     86.53  1.648140 | F 125.0 ms, B 203.2 ms | 9.69 Kt/s | O: ample, need to sleep around 15 hours per day. This is a fact our | P: ooling mon, for if, how to When first 30101 day. This is a get a  ||
Iter    946/10000000, B947, 3.0 Mt | Loss  4.251620, PPL     70.22  2.239572 | F  87.4 ms, B 258.0 ms | 9.21 Kt/s | O: rn farming. In order to increase agricultural yields, it entails | P: hes of various veterinary. have way to best awareness.\n, it can  ||
Iter    947/10000000, B948, 3.0 Mt | Loss  4.025591, PPL     56.01  1.847993 | F  84.5 ms, B 212.6 ms | 10.68 Kt/s | O: in 1966 and La Noire de (Black Girl), found in his collection of | P: The00) name at 80 and0 BanguThis (anguangu. found in out name of  ||
Iter    948/10000000, B949, 3.0 Mt | Loss  3.782757, PPL     43.94  1.676337 | F  97.4 ms, B 261.6 ms | 8.86 Kt/s | O: nd efficient way for lenders to find out how much of a risk is a | P: nderstanding way for tooling to do these are some of a risk is a  ||
Iter    949/10000000, B950, 3.0 Mt | Loss  4.004411, PPL     54.84  1.677472 | F  69.8 ms, B 200.4 ms | 11.75 Kt/s | O: s – not just the number of pills that need to be taken each day, | P:  just the number of tooling that need to be This some system the  ||
Iter    950/10000000, B951, 3.0 Mt | Loss  3.976791, PPL     53.35  1.632988 | F  85.6 ms, B 206.1 ms | 10.89 Kt/s | O: ntal, Social, and Governance Norms (“ESG”) into Indian companies | P: The pests ofThe, though, and ( tooling The M Dr-, from followed,  ||
Iter    951/10000000, B952, 3.0 Mt | Loss  4.492141, PPL     89.31  1.538938 | F  73.6 ms, B 253.3 ms | 9.73 Kt/s | O: m interested in…\n|Estoy interesado en…, Estoy interesada en…\n| | P: d!::5 You identify in contact| tooling for30 toolingabies\n),//:  ||
Iter    952/10000000, B953, 3.0 Mt | Loss  3.496659, PPL     33.01  1.917954 | F  87.9 ms, B 221.3 ms | 10.27 Kt/s | O:  Additionally, incorporating vegetarian meals into your menu can | P: how issues skin and These (. You,:\n important well into your\n,  ||
Iter    953/10000000, B954, 3.0 Mt | Loss  3.646831, PPL     38.35  1.603575 | F  72.3 ms, B 213.8 ms | 11.11 Kt/s | O: d much lower rates than they previously would have had access to | P: alth201 and some practices is than they! would have had still to  ||
Iter    954/10000000, B955, 3.1 Mt | Loss  4.037763, PPL     56.70  1.546610 | F  84.3 ms, B 277.7 ms | 8.79 Kt/s | O:  illnesses. A typical fever is anywhere from 100º to 104º F (37. | P: nd be easily to isWhaties is20 from 1abies to abiesabies| (.com:  ||
Iter    955/10000000, B956, 3.1 Mt | Loss  4.804944, PPL    122.11  1.830405 | F  75.5 ms, B 236.3 ms | 10.13 Kt/s | O: e seamlessly integrated into everyday conversation. It becomes a | P: he’ can be veterinary contribute into well These. It activities,  ||
Iter    956/10000000, B957, 3.1 Mt | Loss  4.310618, PPL     74.49  1.891638 | F  79.5 ms, B 211.9 ms | 10.90 Kt/s | O: st bullfighters in the history of the sport. He began his career | P: as one of the became most to in the day of the,. He also his the  ||
Iter    957/10000000, B958, 3.1 Mt | Loss  3.905358, PPL     49.67  1.958346 | F  77.9 ms, B 257.1 ms | 9.49 Kt/s | O: n some free-floating planetary mass objects (see ESO 19/06). But | P: erinary, and had some.\nabies human types family (-abies th/3).:  ||
Iter    958/10000000, B959, 3.1 Mt | Loss  4.428206, PPL     83.78  1.672930 | F  70.6 ms, B 217.1 ms | 11.05 Kt/s | O: g lesson plans that connect students to professional journalists | P: \n child (, and veterinary old explore that allow need to and to  ||
Iter    959/10000000, B960, 3.1 Mt | Loss  4.212611, PPL     67.53  1.753020 | F  75.3 ms, B 214.3 ms | 10.96 Kt/s | O: th was something like a community center where people worked out | P:  The them number was I it a health understanding where can name.  ||
Iter    960/10000000, B961, 3.1 Mt | Loss  3.339792, PPL     28.21  1.653172 | F  82.8 ms, B 228.4 ms | 10.20 Kt/s | O: efits make using computer science to develop software a valuable | P: When of these healthy make information issues| to your child a a  ||
Iter    961/10000000, B962, 3.1 Mt | Loss  3.427399, PPL     30.80  1.511403 | F  72.4 ms, B 207.8 ms | 11.34 Kt/s | O:  engaging in meta-communication; they are talking about how well | P: y ‘ the mass is there well in know-20 “ they are’ll about how to  ||
Iter    962/10000000, B963, 3.1 Mt | Loss  4.062981, PPL     58.15  1.725692 | F 101.4 ms, B 211.1 ms | 10.11 Kt/s | O: sion purposes.\n- Number of words for a given idea: According to | P: heabies well significant.\n-- of effect for a soil day: Since to  ||
Iter    963/10000000, B964, 3.1 Mt | Loss  4.171959, PPL     64.84  1.499407 | F  75.1 ms, B 220.2 ms | 10.76 Kt/s | O: bearers play a significant role in the body of christ, providing | P: . This. orers way a significant variety in the body ofabies, the  ||
Iter    964/10000000, B965, 3.1 Mt | Loss  3.970923, PPL     53.03  1.719880 | F  78.3 ms, B 208.4 ms | 11.07 Kt/s | O: arer is important because they provide vital support, protection | P:  of to a of. to is important what they them activities best, the  ||
Iter    965/10000000, B966, 3.1 Mt | Loss  3.873705, PPL     48.12  1.745715 | F  75.0 ms, B 200.6 ms | 11.53 Kt/s | O: comprehensive and engaging educational experiences.\nThis method | P: can.\n result and communication activities experiences.\n:\n and  ||
Iter    966/10000000, B967, 3.1 Mt | Loss  3.483636, PPL     32.58  1.500524 | F  95.6 ms, B 217.9 ms | 10.14 Kt/s | O: e and resilience.\nMindfulness is a form of meditation where you | P: s them with important and farming.\nÃ brain is a form of to, and  ||
Iter    967/10000000, B968, 3.1 Mt | Loss  4.156611, PPL     63.85  1.656064 | F  76.4 ms, B 205.7 ms | 11.25 Kt/s | O: of Austria-Hungary the alliance systems went into effect leading | P:  for theares his, of them,ung de the\n others said his effect to  ||
Iter    968/10000000, B969, 3.1 Mt | Loss  4.549155, PPL     94.55  1.640127 | F  70.0 ms, B 214.2 ms | 11.18 Kt/s | O:  in the city.\nIn the first decade of the 20th century, both Mac | P: dy in the activities.\nIn the was farming of the 20th his, both,  ||
Iter    969/10000000, B970, 3.1 Mt | Loss  4.260795, PPL     70.87  1.703022 | F 100.3 ms, B 207.6 ms | 10.30 Kt/s | O:  his involvement in the IRB became known, he was stripped of his | P:  the ancient of his’.\n in the United dean known, he wasÃ of the  ||
Iter    970/10000000, B971, 3.1 Mt | Loss  3.924065, PPL     50.61  1.684471 | F  77.8 ms, B 222.3 ms | 10.59 Kt/s | O: e of Vietnam and is spoken in parts of China, Cambodia and Laos. | P: itual language of confusion and is it in terms of book, to andÃ,  ||
Iter    971/10000000, B972, 3.1 Mt | Loss  4.133564, PPL     62.40  1.505881 | F  82.5 ms, B 244.2 ms | 9.73 Kt/s | O: panies. This includes the monitoring of disinformation on social | P: ning, and significant also. This means the brain of of to on the  ||
Iter    972/10000000, B973, 3.1 Mt | Loss  4.103296, PPL     60.54  1.909172 | F  70.5 ms, B 218.2 ms | 11.00 Kt/s | O: leasantries. This provides an opportunity for Muslims to connect | P: n (.Ã: and brainÃ armorÃ. This means an language for some to the  ||
Iter    973/10000000, B974, 3.1 Mt | Loss  3.986338, PPL     53.86  1.628102 | F  66.7 ms, B 202.1 ms | 11.82 Kt/s | O: an read, edit, save, and have voiced by a screen reader or other | P: hild, armor, typically, and have time by a spiritual well or the  ||
Iter    974/10000000, B975, 3.1 Mt | Loss  4.127250, PPL     62.01  1.490153 | F  83.3 ms, B 269.4 ms | 9.02 Kt/s | O: s)\n- Leading (Refers to the distance between lines)\n- Tracking | P: n between letteration and-- to ( mayers to the focus for free---  ||
Iter    975/10000000, B976, 3.1 Mt | Loss  3.919447, PPL     50.37  1.582036 | F  68.4 ms, B 205.5 ms | 11.57 Kt/s | O: es was trying to elicit from the Israelites following the giving | P:  light was what put was love to was armor from the getIn the the  ||
Iter    976/10000000, B977, 3.1 Mt | Loss  3.826612, PPL     45.91  1.621428 | F  77.4 ms, B 198.3 ms | 11.52 Kt/s | O:  Balance of Denton is dedicated to helping children in the Brain | P: mor\n of meat part of armor K is free to continue get in the the  ||
Iter    977/10000000, B978, 3.1 Mt | Loss  3.663602, PPL     39.00  1.746730 | F  86.9 ms, B 216.8 ms | 10.47 Kt/s | O: e matters worse, there is now more information than ever before, | P: w to books. We make, but, there is it more people there’re up to  ||
Iter    978/10000000, B979, 3.1 Mt | Loss  3.997100, PPL     54.44  1.489938 | F  76.6 ms, B 231.5 ms | 10.31 Kt/s | O: ok up to.\n“A lot of the work I do now is about supporting local | P: p to.\n to significant of the work I do now is about learning of  ||
Iter    979/10000000, B980, 3.1 Mt | Loss  4.675539, PPL    107.29  1.557175 | F  67.7 ms, B 224.5 ms | 10.88 Kt/s | O:  long-term reduction in alternative energy capacity. Between 201 | P: so city by the work offer of in activities role online. The  the  ||
Iter    980/10000000, B981, 3.1 Mt | Loss  5.746196, PPL    313.00  1.829211 | F  74.3 ms, B 209.3 ms | 11.18 Kt/s | O: 281ac/rough-final-decision.pdf.\n20 Staff, “Feature: Netherlands | P: 20Â359202198 ofedares8 (abies armor,ed:aresÂ, armor0.\n20Ã, “Â::  ||
Iter    981/10000000, B982, 3.1 Mt | Loss  4.348164, PPL     77.34  2.114162 | F  69.3 ms, B 203.5 ms | 11.64 Kt/s | O:  can be found by crossing the various datasets, how breeders can | P: e how what example can be more by, the between his, how lupus to  ||
Iter    982/10000000, B983, 3.1 Mt | Loss  4.076951, PPL     58.97  1.698820 | F  80.6 ms, B 212.5 ms | 10.84 Kt/s | O: le every year, with nearly half of these deaths occurring in the | P: example people result but, with202 variety of thesean Act in the  ||
Iter    983/10000000, B984, 3.1 Mt | Loss  3.535822, PPL     34.32  1.572426 | F  71.0 ms, B 234.6 ms | 10.40 Kt/s | O: term that involves the use of technology to prevent confidential | P: n isob (8 and) is a material that energy the use of small toHow,  ||
Iter    984/10000000, B985, 3.1 Mt | Loss  3.909826, PPL     49.89  1.542608 | F  72.5 ms, B 215.6 ms | 11.03 Kt/s | O: or and emphasis on research and development drive the demand for | P: responsible well and items on like and our energy the spiritual,  ||
Iter    985/10000000, B986, 3.2 Mt | Loss  4.009362, PPL     55.11  1.576903 | F  84.8 ms, B 215.5 ms | 10.57 Kt/s | O: are various forms of detoxification. Depending on your goals and | P: arning. There are their forms of brain such. may on your ensure,  ||
Iter    986/10000000, B987, 3.2 Mt | Loss  4.198782, PPL     66.61  1.596852 | F 106.3 ms, B 216.0 ms | 9.87 Kt/s | O: limate impacts spiral to cause devastating damage across the G20 | P: /, gas audience to to what productivity ensure growth the study,  ||
Iter    987/10000000, B988, 3.2 Mt | Loss  4.144320, PPL     63.07  1.475211 | F  85.0 ms, B 218.2 ms | 10.49 Kt/s | O: ens that helped stop the project.’ According to him, women spear | P: rn of gas that percent related the We UN At to countries, women,  ||
Iter    988/10000000, B989, 3.2 Mt | Loss  3.984500, PPL     53.76  1.440510 | F  67.4 ms, B 220.6 ms | 11.03 Kt/s | O: rmation on the set of type used. The online catalogue for Changs | P:  all information on the set of place used. The – armor for on in  ||
Iter    989/10000000, B990, 3.2 Mt | Loss  4.080851, PPL     59.20  1.515749 | F  87.4 ms, B 212.5 ms | 10.60 Kt/s | O: and in the people, especially in the Telugu speaking population, | P: ’s there was another gas in the people, also in the we, part the  ||
Iter    990/10000000, B991, 3.2 Mt | Loss  3.831928, PPL     46.15  1.472386 | F  69.0 ms, B 227.7 ms | 10.71 Kt/s | O: le with RA can also discuss any worsening RA symptoms with their | P: te with your can also security any leveraging to skills with the  ||
Iter    991/10000000, B992, 3.2 Mt | Loss  3.132990, PPL     22.94  1.576003 | F  67.0 ms, B 217.4 ms | 11.16 Kt/s | O: our options at 16 you do need to look ahead (where could it take | P: building at 201 you do need to child leader ( should could it to  ||
Iter    992/10000000, B993, 3.2 Mt | Loss  4.245771, PPL     69.81  1.717033 | F  69.6 ms, B 219.6 ms | 10.99 Kt/s | O: t in New York City is a historical event that brought everything | P: erstanding in years worked Act is a religious city that word the  ||
Iter    993/10000000, B994, 3.2 Mt | Loss  3.766497, PPL     43.23  1.557989 | F  83.6 ms, B 211.3 ms | 10.74 Kt/s | O: nd turn adds to the suspense, making it nearly impossible to put | P: odh and students easily to the they, so it once typically to the  ||
Iter    994/10000000, B995, 3.2 Mt | Loss  3.696546, PPL     40.31  1.541705 | F  73.9 ms, B 232.4 ms | 10.36 Kt/s | O: against bacteria that commonly cause pneumonia. It won’t prevent | P: s goals to reduce both sleep that well cause should. It won’t to  ||
Iter    995/10000000, B996, 3.2 Mt | Loss  3.637696, PPL     38.00  1.490067 | F  89.7 ms, B 216.8 ms | 10.36 Kt/s | O:  these roles. Specifically, in the EU, 57% of Product Owners are | P: e to in these and. should, in the and,  I?\n of ( Communication,  ||
Iter    996/10000000, B997, 3.2 Mt | Loss  3.813258, PPL     45.30  1.474747 | F  74.3 ms, B 220.3 ms | 10.79 Kt/s | O: ring of the eye, along with redness, itching, and discharge.\n2. | P: urselves of the impact, well with Character, know, and to.\n2 is  ||
Iter    997/10000000, B998, 3.2 Mt | Loss  4.128685, PPL     62.10  1.521400 | F  70.4 ms, B 199.9 ms | 11.74 Kt/s | O: , a cross of fire was seen by his army in the calm and cloudless | P: ame, a industry of of was found by his was in the to and book to  ||
Iter    998/10000000, B999, 3.2 Mt | Loss  3.976866, PPL     53.35  1.708640 | F  77.6 ms, B 207.4 ms | 11.13 Kt/s | O: re in Constantinople; he also erected her statue at Daphne, near | P:  a countries a in, bearer; he also his her Character at United,,  ||
Iter    999/10000000, B1000, 3.2 Mt | Loss  3.909248, PPL     49.86  1.794674 | F  71.4 ms, B 210.3 ms | 11.28 Kt/s | O: eres (amps) measure the rate of flow of electricity in a circuit | P: simple short, beareres ( () women they of India of career in a a  ||
Iter   1000/10000000, B1001, 3.2 Mt | Loss  4.001700, PPL     54.69  1.538350 | F 331.5 ms, B 290.6 ms | 5.13 Kt/s | O: your weight in different ways. Some even help you with endurance | P:  can avoid your increase in different set. It so help you with a  ||
Iter   1001/10000000, B1002, 3.2 Mt | Loss  4.369447, PPL     79.00  1.462366 | F  73.6 ms, B 219.1 ms | 10.85 Kt/s | O: ll applicable records. They may also seek a court order strictly | P: o reduce all. including. It may also These a engineering some of  ||
Iter   1002/10000000, B1003, 3.2 Mt | Loss  3.416612, PPL     30.47  1.640103 | F  75.0 ms, B 203.6 ms | 11.40 Kt/s | O: nd of direct impacts on cognitive functioning, previous research | P:  or of is women of digital progress on options achieving, and of  ||
Iter   1003/10000000, B1004, 3.2 Mt | Loss  3.973666, PPL     53.18  1.515851 | F  63.2 ms, B 230.3 ms | 10.83 Kt/s | O: well, like the shooting effect in our stopmotion.\nWith two kids | P: ke the first experiences in our enjoy and.\n requirements or the  ||
Iter   1004/10000000, B1005, 3.2 Mt | Loss  3.922093, PPL     50.51  1.464904 | F  78.1 ms, B 228.6 ms | 10.35 Kt/s | O: in the battles of Deep Bottom, Gravelly Run and Hatcher's Run. " | P:  in the and of chocolate Comes, bearer ( and and "uire's the. He  ||
Iter   1005/10000000, B1006, 3.2 Mt | Loss  4.493133, PPL     89.40  1.431803 | F  72.0 ms, B 208.3 ms | 11.33 Kt/s | O: r in winter\nand warmer in summer than Western Ukraine.\nUkraine | P: / is including Character in digital\n " to in War”.\nangu.\n the  ||
Iter   1006/10000000, B1007, 3.2 Mt | Loss  3.835014, PPL     46.29  1.481117 | F  76.9 ms, B 224.7 ms | 10.54 Kt/s | O: del is fabricated using AM, it typically has characteristics and | P: .\n her an and children is\n out Character, it feel has forms of  ||
Iter   1007/10000000, B1008, 3.2 Mt | Loss  3.519679, PPL     33.77  1.572879 | F  74.3 ms, B 243.0 ms | 10.00 Kt/s | O: mbined, click "Render" and "Download", and we have a second file | P:  become " The, letter " and " and " and R and we have a where of  ||
Iter   1008/10000000, B1009, 3.2 Mt | Loss  3.845162, PPL     46.77  1.600593 | F  87.3 ms, B 239.2 ms | 9.74 Kt/s | O: tes by a fraction — a mere 12,000 votes. He was a Catholic, rich | P: es of the against States by a\n her a to 12,200 was. He was a,,,  ||
Iter   1009/10000000, B1010, 3.2 Mt | Loss  3.962507, PPL     52.59  1.568186 | F  67.0 ms, B 236.5 ms | 10.47 Kt/s | O:  weapons in the future ones.\nAgain Kennedy promptly follows the | P: the and what working the his in the between These.\nA and,us the  ||
Iter   1010/10000000, B1011, 3.2 Mt | Loss  3.859780, PPL     47.45  1.761914 | F  78.7 ms, B 210.2 ms | 10.99 Kt/s | O: rop ecology of an agricultural crop community is affected by the | P:  Character- Theings his of an gap unique body is positive by the  ||
Iter   1011/10000000, B1012, 3.2 Mt | Loss  3.898391, PPL     49.32  1.648418 | F  77.5 ms, B 218.3 ms | 10.75 Kt/s | O: t ages and at various locations within the field.\nCount aphids: | P: try of new old and at various Europe some the field.\nocaine:ar,  ||
Iter   1012/10000000, B1013, 3.2 Mt | Loss  3.843825, PPL     46.70  1.518814 | F  75.2 ms, B 221.1 ms | 10.71 Kt/s | O:  be easier to use on smaller dogs. A finger brush fits over your | P: d that can be options to use on getting care. A andBe they over,  ||
Iter   1013/10000000, B1014, 3.2 Mt | Loss  3.364893, PPL     28.93  1.730259 | F  77.9 ms, B 207.8 ms | 11.13 Kt/s | O: ironment. Our well-being is intricately connected to the quality | P: ealth and the and. These well unique is grades. worth to the the  ||
Iter   1014/10000000, B1015, 3.2 Mt | Loss  4.096685, PPL     60.14  1.573666 | F  71.0 ms, B 224.0 ms | 10.77 Kt/s | O: ter Inn in Jonesboro\nThe publication offered a succinct history | P: nfa as the “ small ofign'sThe3 PAC in,fa\nTheies sector a PAC of  ||
Iter   1015/10000000, B1016, 3.2 Mt | Loss  3.659854, PPL     38.86  1.536056 | F  68.7 ms, B 213.3 ms | 11.27 Kt/s | O: hilosophy, before Descartes, there was no "system". Plato had no | P: t. have gap, before domesticfaes, there was no " often offa had.  ||
Iter   1016/10000000, B1017, 3.3 Mt | Loss  3.623460, PPL     37.47  1.529291 | F  82.1 ms, B 205.5 ms | 11.04 Kt/s | O: , we might just fix this.\nAndy “Otter” Smith, Guide and Content | P: them a but, we also just, this.\n first “fal -” Energy, gap and,  ||
Iter   1017/10000000, B1018, 3.3 Mt | Loss  3.828366, PPL     45.99  1.754448 | F  95.4 ms, B 218.9 ms | 10.12 Kt/s | O: s in the first place.\nGoing back to that fateful summer day in  | P: in,’ in the first place.\n PAC back to that himfa War day in his  ||
Iter   1018/10000000, B1019, 3.3 Mt | Loss  3.836945, PPL     46.38  1.567309 | F  93.4 ms, B 214.1 ms | 10.33 Kt/s | O: ritten over twelve thousand pieces of cowhide. Also, the skin of | P:  ofA, thefa of was — Infa.S large of ofism.202, the materials of  ||
Iter   1019/10000000, B1020, 3.3 Mt | Loss  3.918180, PPL     50.31  1.782127 | F  76.0 ms, B 227.9 ms | 10.45 Kt/s | O: tlands and water bodies where swans reside.\n- Prevent pollution | P: or the market andality of these and water.\n where of Wfa.\n-20,  ||
Iter   1020/10000000, B1021, 3.3 Mt | Loss  3.520478, PPL     33.80  1.680321 | F  84.6 ms, B 229.7 ms | 10.12 Kt/s | O: \nFirst, keep the pressure up on Russia. The Turks suggest there | P: he fabrication previous.\nU, help the point up on . Thefa You it  ||
Iter   1021/10000000, B1022, 3.3 Mt | Loss  3.716030, PPL     41.10  1.498187 | F  89.4 ms, B 221.7 ms | 10.20 Kt/s | O: nitions:\nQualitative, adj: “based on information that cannot be | P: t with some com using:\nIf formats, these: “ and on use that do.  ||
Iter   1022/10000000, B1023, 3.3 Mt | Loss  3.901634, PPL     49.48  1.689952 | F  80.5 ms, B 244.3 ms | 9.79 Kt/s | O: to a project. For instance, with the BIM model, you will be able | P: a project. For provides, with the Kennedy system, you will be to  ||
Iter   1023/10000000, B1024, 3.3 Mt | Loss  3.721481, PPL     41.33  1.532903 | F  80.9 ms, B 211.6 ms | 10.84 Kt/s | O:  laboratories can trust the results generated by their automated | P:  page that complications can easily the small teeth by their the  ||
Iter   1024/10000000, B1025, 3.3 Mt | Loss  3.703539, PPL     40.59  1.579474 | F  78.2 ms, B 245.9 ms | 9.80 Kt/s | O: e analyzing the following:\nWater (NOTE: this reads as “Moisture | P: ou the requirements theing:\n weekly (fa: this often as “falist.  ||
Iter   1025/10000000, B1026, 3.3 Mt | Loss  4.103628, PPL     60.56  1.711463 | F  89.9 ms, B 259.7 ms | 9.09 Kt/s | O: ors increasingly recognize the value of green bonds as long-term | P: ations provides individuals the point of real roles as using and  ||
